Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Item_Outlet_Sales
,0.070556945,191.2162,1985,Medium,7504.2318
15,0.054599767,59.4904,2009,Medium,644.4944
12.8,0.069560905,263.0252,1987,High,2885.5772
16.6,0.016276741,109.8596,2009,Medium,1617.894
,0.056656942,106.2622,1985,Medium,2328.9684
11.5,0.072994847,189.253,1999,Medium,1328.271
8.88,0.165073642,207.727,1998,,209.727
9.8,0.047453947,101.7016,2007,,1518.024
9.395,0.171422166,139.1838,2002,,1685.8056
19.1,0.043304681,147.5418,1998,,294.2836
8.43,0.177971115,174.0422,1999,Medium,2069.3064
14.5,0.106894492,260.4594,1998,,1046.6376
7.02,0.081623275,148.0734,2007,,1930.1542
20,0.051596927,128.0678,2002,,1780.3492
7.81,0.067592098,246.0486,2002,,7086.1094
13.1,0.012089479,189.853,1987,High,3415.554
15.2,0.021250528,216.5824,2002,,5241.1776
12.15,0.029569276,115.015,1999,Medium,2912.875
7.42,0.0204332,248.9092,2002,,5976.2208
6.885,0.1408005,111.4228,2007,,2984.1156
,0.047665717,42.177,1985,Medium,1255.033
20.25,0.059268885,246.446,2007,,3695.19
15.3,0.084937098,214.0218,2002,,1068.609
9.21,0.008778413,122.4414,1999,Medium,1583.9382
15.6,0,220.4798,2009,Medium,661.1394
15.35,0.013834247,62.7168,1999,Medium,958.752
12.15,0.132351411,190.3872,2002,,2836.308
,0.082955719,164.0552,1985,Medium,5523.4768
11.395,0.009893817,50.3034,1999,Medium,972.068
11.3,0.067107448,258.1962,2007,,4402.9354
,0.018321361,255.3698,1985,Medium,4819.7262
5.82,0.077254736,257.633,1987,High,1537.998
9,0.08630486,168.0816,2009,Medium,2181.1608
,0.128876537,139.1838,1985,Medium,4916.933
13.8,0.058220302,247.4802,2002,,1474.0812
5.44,0.025519534,238.7538,1999,Medium,3605.307
16.7,0.070133177,109.8912,1987,High,873.5296
19.85,0.025947095,46.9376,1987,High,575.2512
10.395,0.091688111,49.0008,2007,,860.2136
15.1,0.059417055,237.9248,1999,Medium,2133.2232
20.5,0.036287517,121.2756,2009,Medium,2181.1608
15.6,0.037764269,124.9704,2002,,2253.0672
10.85,0.162903525,104.9622,2009,Medium,1482.0708
16.2,0.016747538,98.6726,2007,,1272.3438
7.72,0.147904328,116.6466,1998,,117.8466
,0.079904068,120.044,1985,Medium,4434.228
5.785,0.040325274,180.466,1987,High,719.064
,0.06302467,181.6318,1985,Medium,1263.0226
6.32,0.012707362,41.0822,1987,High,942.7728
17.85,0.04442649,124.902,1987,High,1897.53
,0.121712459,101.2016,1985,Medium,2631.2416
13.85,0.030769458,141.7154,1987,High,2978.1234
5.78,0.014614357,147.3102,2009,Medium,2332.9632
6.885,0.140292495,108.5228,2002,,1989.4104
7.63,0.061409711,94.6436,2007,,1607.2412
10.5,0.066555152,80.896,2007,,958.752
7.575,0.092711708,197.7768,1998,,197.0768
13.5,0.017844609,81.396,1987,High,1198.44
12.15,0.025916883,120.244,2002,,2277.036
4.635,0.141174838,127.0994,2002,,2826.9868
8.96,0.069078149,197.7768,2002,,3153.2288
18.35,0.089345074,191.9504,2009,Medium,5369.0112
11.65,0.058822142,173.5422,1999,Medium,3448.844
10.5,0.071368699,121.3098,1999,Medium,1446.1176
7.39,0.068055818,140.7812,2009,Medium,1567.2932
,0.150122794,154.5314,1985,Medium,1396.1826
18.5,0.076097035,145.8102,1998,,291.6204
13.65,0.025973384,79.6302,2002,,554.6114
14.15,0,244.1828,2002,,731.0484
10.1,0.053887301,225.6088,2007,,4250.4672
10.1,0.024262772,117.615,2009,Medium,1514.695
13.85,0.034624104,115.0492,1999,Medium,4054.722
13.1,0.044281996,178.5318,2002,,3067.3406
18.75,0.052121825,104.828,1999,Medium,2343.616
14,0.135662712,52.064,1987,High,852.224
16.1,0.023613955,192.8846,1999,Medium,5350.3688
,0.082152451,179.9002,1985,Medium,4119.3046
12.35,0.164274416,119.8124,2002,,2133.2232
20.7,0.047587685,215.0876,2002,,5145.3024
7.825,0.079952983,62.7826,2009,Medium,1162.4868
12.1,0.115107028,222.0114,2002,,3547.3824
,0.008604657,123.1756,1985,Medium,1211.756
14.65,0.083528446,162.4552,2002,,2274.3728
,0.036731658,177.237,1985,Medium,4763.799
11.15,0,65.0142,1999,Medium,1120.5414
12.1,0.029827665,144.3444,1999,Medium,2612.5992
11.6,0.157718931,168.3474,2007,,4548.0798
17.6,0.008046275,173.7422,2007,,5863.0348
,0.013199737,108.9254,1985,Medium,2713.135
18.35,0.09468096,86.2882,2009,Medium,1631.8758
7.35,0.014394261,241.3512,2002,,5331.7264
18.2,0.049396364,146.4734,1999,Medium,3563.3616
8.39,0.024243294,116.0176,1999,Medium,1603.2464
14.3,0.122469209,121.973,1987,High,2709.806
10.195,0.017730951,239.8538,2007,,4086.0146
14.15,0.035016754,245.3828,2009,Medium,1705.7796
16.2,0.019417732,153.7972,2002,,1402.1748
,0.066358426,195.2478,1985,Medium,7168.6686
12.65,0.105265475,159.9578,1998,,962.7468
,0.038736754,37.319,1985,Medium,1281.665
10.895,0.044991876,107.228,1998,,426.112
17.85,0.147255604,93.7436,2007,,1701.7848
,0.04403602,173.308,1985,Medium,6751.212
10.1,0.027041859,77.567,1987,High,306.268
,0.056782237,241.2512,1985,Medium,8239.9408
7.68,0.071301323,190.8162,2007,,2693.8268
15.7,0.030765898,43.277,2002,,649.155
5.405,0.053730029,199.0742,2002,,4777.7808
20.85,0.062350672,86.9514,2002,,1416.8224
7.39,0.068163102,140.4812,2007,,2422.1804
6.465,0,263.1884,2009,Medium,2914.8724
18.25,0.015309885,197.6084,2002,,2380.9008
,0.106538757,222.3772,1985,Medium,1556.6404
10.195,0.051618281,31.9558,1987,High,373.5138
15.1,0.076505799,91.583,2007,,539.298
13.65,0.013091186,114.8834,2009,Medium,1612.5676
5.985,0.096337184,125.2678,2007,,763.0068
9.5,0.142425145,189.9872,1998,,756.3488
11.15,0,44.7744,2002,,181.0976
,0.041663111,188.6214,1985,Medium,6029.4848
16.2,0,73.4696,1987,High,2087.9488
13.15,0.036729122,179.7976,1999,Medium,2535.3664
20.6,0.045380404,148.4392,1987,High,1789.6704
6.78,0.08573655,229.5694,1987,High,3425.541
8.84,0.076681143,110.7228,1999,Medium,1657.842
13.3,0.071856726,63.2536,2007,,1347.5792
12.6,0.063054947,102.399,2007,,2270.378
12.6,0.03150851,170.5764,1987,High,3779.0808
6.67,0.123620492,90.0514,1999,Medium,1505.3738
19.1,0.092437711,185.2608,2007,,1470.0864
17.6,0.137807013,161.792,1998,,159.792
19.5,0.077292302,235.3958,1999,Medium,6309.7866
10.1,0.045763062,38.4848,1999,Medium,633.8416
8.6,0.090558833,112.6176,2009,Medium,3091.9752
19.7,0.041703666,109.1912,1987,High,1637.868
15.35,0.014098693,37.219,2007,,805.618
5.26,0.042008667,162.6868,2007,,3767.0964
9.8,0.106933748,175.337,2002,,529.311
16.5,0.012663476,39.3506,2002,,645.1602
13.1,0.012148836,191.353,2009,Medium,1328.271
,0.005935001,98.8358,1985,Medium,2010.716
9.3,0.014047825,196.5084,2002,,4364.9848
14.3,0.026375082,79.6302,2002,,792.302
,0,55.7298,1985,Medium,2804.3496
10.8,0.052174319,240.3564,2002,,4290.4152
12.85,0.137786856,157.763,2009,Medium,2659.871
17.6,0.049345425,115.4176,2007,,1145.176
15.7,0.11521312,112.0202,2007,,3150.5656
19.2,0.099991245,112.7886,1987,High,1779.0176
7.405,0.015334003,92.7146,2009,Medium,1185.7898
19.5,0.129170642,233.9958,1998,,467.3916
9.195,0.051908824,78.1644,2007,,1414.1592
11.65,0.131770922,151.1024,2002,,1518.024
21.1,0.028984804,146.1786,1987,High,3034.0506
8.695,0.120211747,93.2094,2007,,666.4658
7.27,0.02076385,89.0488,1987,High,181.0976
8.85,0.016006626,105.6964,1987,High,210.3928
,0.024536199,144.6102,1985,Medium,3791.0652
9.1,0.008046878,78.7618,1999,Medium,402.809
7.975,0.014653896,82.425,1999,Medium,749.025
10,0.073794811,121.444,2007,,2516.724
7.285,0.052141447,174.9054,1998,,525.3162
8.43,0.017360867,196.2768,2002,,1576.6144
20.2,0.196438668,194.611,1998,,392.822
8.75,0.074743226,187.6556,1999,Medium,5257.1568
,0.127792701,111.1886,1985,Medium,4447.544
,0.024358634,190.4214,1985,Medium,5652.642
19.75,0.041330512,115.8466,1987,High,2474.7786
9.8,0.235354055,50.8008,1998,,101.2016
11.8,0.057746382,152.4366,2007,,3929.5516
9.8,0.045337184,36.8874,1999,Medium,564.5984
7.42,0.020374875,248.0092,1987,High,1245.046
20.75,0.035568147,151.8024,1998,,151.8024
12.6,0.062797771,103.999,1999,Medium,825.592
19.75,0.018096488,179.566,2009,Medium,2696.49
10.895,0.009613854,122.973,1987,High,1231.73
16.6,0.026645307,53.5614,2009,Medium,939.4438
6.765,0.087753682,105.3306,2007,,2090.612
13.1,0.037657459,175.8054,2002,,2801.6864
,0.041091215,89.5514,1985,Medium,3364.9532
6.155,0.095195306,213.956,2007,,2343.616
11.8,0.014075334,176.8344,1987,High,3568.688
15,0.046336634,120.0414,1987,High,3533.4006
13.15,0.036641589,180.7976,1987,High,6157.3184
15.5,0.101176316,198.9768,2009,Medium,4729.8432
,0.035737373,260.6278,1985,Medium,9371.8008
11.6,0.079376029,81.7276,2007,,1949.4624
14.35,0.091054989,231.8984,1999,Medium,4633.968
13.15,0.043852434,182.695,2002,,4211.185
10.1,0.054939848,199.5084,2007,,3372.9428
18.7,0.014675574,50.8324,2007,,934.7832
12.15,0.14526636,224.0404,1999,Medium,3375.606
8.575,0.071786706,193.3794,1987,High,780.3176
16.5,0.133424184,102.2332,1998,,102.5332
9.065,0.115799592,95.3094,2009,Medium,1713.7692
11.6,0.241055611,238.5222,1998,,717.0666
19.5,0.014332439,57.1614,2009,Medium,1381.535
16.6,0.027133398,106.2596,1998,,215.7192
11.85,0.132876847,98.0726,1999,Medium,1076.5986
12.85,0.03315162,170.6422,1987,High,2931.5174
9,0.019536981,170.0474,1999,Medium,4211.185
7.655,0.05346916,114.1492,1998,,115.8492
,0.126831854,209.027,1985,Medium,4613.994
15.5,0.103603094,143.547,1999,Medium,1431.47
18.7,0.104840884,122.1072,1999,Medium,490.0288
9.5,0.042056944,31.89,2009,Medium,366.19
13.65,0.040049609,34.4558,2007,,611.2044
19.5,0.03075661,86.254,2002,,2163.85
8.71,0,46.5376,1987,High,575.2512
19.6,0.024363939,46.3718,2007,,661.8052
,0.131443921,189.1872,1985,Medium,5294.4416
6.715,0.122274118,40.3454,2007,,838.908
19.1,0.067239404,39.6796,1987,High,660.4736
20.7,0.021464454,156.6288,1999,Medium,3928.22
10.195,0.112681821,113.986,2009,Medium,452.744
20.2,0.039469737,155.163,2007,,782.315
19.75,0.014359584,100.8332,2009,Medium,1537.998
19.35,0.016637301,120.9098,1999,Medium,1687.1372
7.405,0.159843921,206.6296,2009,Medium,3115.944
15.25,0.061308889,128.8968,2002,,2348.9424
8.895,0.026397141,207.8954,2002,,3542.7218
12.35,0.041973712,35.7216,2007,,519.324
16.85,0.080015028,111.8544,2009,Medium,1677.816
18.25,0.10084386,166.3526,1998,,164.4526
17,0.055519561,219.8114,1999,Medium,1108.557
,0.012203915,133.2284,1985,Medium,4350.3372
14.3,0.130946374,76.7328,2009,Medium,1312.9576
,0.04586701,37.9506,1985,Medium,910.8144
20.25,0.036474041,218.3482,2009,Medium,2409.5302
18,0.039231652,145.1418,2007,,2648.5524
16.35,0.013393537,106.028,2002,,1065.28
14,0.031444357,53.764,2007,,798.96
21,0.082526478,191.8478,1998,,774.9912
13.65,0.080765853,262.8936,1999,Medium,4958.8784
12.3,0.17797002,173.1396,1998,,697.7584
12.35,0.03382933,196.9426,2002,,2768.3964
11.8,0.11397026,185.1924,2007,,2591.2936
10.1,0.032075379,50.9008,1987,High,354.2056
17.85,0.146305498,94.1436,1987,High,1607.2412
20.7,0.026877471,74.6354,1987,High,1053.2956
9,0.032203667,100.8016,2007,,1113.2176
13.35,0.017857847,77.5012,2009,Medium,1518.024
10.3,0.024875871,173.0422,1987,High,2069.3064
,0.028139761,173.7422,1985,Medium,3621.2862
17.1,0.073997843,207.0638,1987,High,4969.5312
14.15,0.020798905,123.6046,2009,Medium,1245.046
10.8,0.052363244,236.5564,2007,,5243.8408
8.5,0.098283459,51.3324,2009,Medium,934.7832
6.215,0.012138795,39.2848,1987,High,521.9872
20.7,0.042923652,178.3028,2002,,1062.6168
20.5,0.032136417,83.9592,1998,,165.1184
13.65,0.065898197,46.1402,2009,Medium,459.402
13.1,0.075731322,167.5158,2002,,1504.0422
,0.080933328,37.519,1985,Medium,842.237
20.1,0.054540159,152.1366,1999,Medium,755.683
11.5,0.037723476,109.5254,2009,Medium,1953.4572
9.3,0.14897741,143.0786,1998,,288.9572
15.2,0.104201019,176.5054,2009,Medium,2976.7918
12.65,0.076198809,191.3846,2002,,2675.1844
19.75,0.01247354,187.5872,2002,,1323.6104
6.135,0.079132212,112.686,2002,,2942.836
7.235,0.10016525,193.9452,2002,,2936.178
9.895,0.048761046,260.5278,2002,,8851.1452
10.8,0.052149675,239.9564,1999,Medium,3813.7024
8.76,0.050130529,128.3336,1999,Medium,2556.672
16.1,0.024987903,97.341,1999,Medium,1255.033
19.35,0.049736267,76.8644,2002,,1571.288
16.7,0.117026714,189.2214,1998,,188.4214
9.5,0.035121963,168.6448,1987,High,1022.6688
8.43,0.017311312,197.8768,1987,High,3744.4592
14.15,0.008811818,196.511,2002,,2749.754
5.44,0.025583714,239.1538,2009,Medium,480.7076
7.35,0.014353174,242.6512,1987,High,969.4048
,0.054220618,129.131,1985,Medium,4933.578
20.1,0.054410179,151.3366,1987,High,2720.4588
8.3,0.030212499,98.0384,2002,,2857.6136
10.1,0.027217468,76.067,2007,,1454.773
14.15,0.038123176,123.5046,2007,,1992.0736
9,0.079506434,78.3644,2002,,1728.4168
12.15,0.021811987,163.6184,2009,Medium,2311.6576
,0.082150145,192.9504,1985,Medium,7478.2656
20,0.028167478,45.5744,1999,Medium,452.744
,0.039631495,31.9558,1985,Medium,984.7182
7.365,0.04280099,228.372,2007,,2037.348
7.935,0.017141985,50.035,1987,High,149.805
12.6,0.056394771,51.3982,2007,,473.3838
17.6,0.056379439,42.7454,1999,Medium,293.6178
19,0.129534812,190.1872,1999,Medium,5105.3544
7.5,0.036439878,175.3028,2007,,3010.7476
10.5,0.022590318,140.6154,1998,,283.6308
4.61,0.122843005,172.4396,1999,Medium,1569.9564
10.895,0.05432142,146.2102,1998,,437.4306
17.6,0.049144165,112.7176,1999,Medium,1717.764
11.65,0.040577878,188.224,1999,Medium,1304.968
19.1,0.067400032,41.9796,1999,Medium,784.3124
17.2,0.012036432,165.7184,2002,,1816.3024
16.5,0.073977473,206.8638,2002,,2070.638
15.6,0.143396175,128.0994,2002,,2184.4898
15,0.058346234,44.0744,1987,High,633.8416
,0.14571827,94.3436,1985,Medium,2269.0464
,0.055806016,52.4982,1985,Medium,1209.7586
6.195,0.072097449,119.3098,1999,Medium,1205.098
20.2,0.117543713,197.311,1999,Medium,3338.987
20.7,0.048718334,38.7506,1987,High,227.7036
20.25,0.0591756,245.046,2009,Medium,4680.574
7.655,0.031918284,117.7492,1987,High,695.0952
5.92,0.019308607,49.0692,2007,,1478.076
18.75,0.023974769,99.0042,2007,,694.4294
9.395,0.100602552,88.3856,2002,,703.0848
19.2,0.129731747,196.211,1998,,589.233
19,0.103363904,226.172,1987,High,3169.208
8.63,0.031271134,186.0582,2007,,3900.9222
16.7,0.026729068,248.4776,2009,Medium,6439.6176
7.72,0.05193741,77.9986,1987,High,934.7832
5.615,0.126480422,121.573,2007,,3202.498
7.05,0.055644887,224.9088,1999,Medium,2684.5056
14.35,0.028519419,109.2228,1998,,221.0456
8.52,0.027101431,151.7682,1999,Medium,2439.4912
7.645,0.067083367,44.0112,2007,,596.5568
12.1,0.020652362,149.5734,2009,Medium,2227.101
20.75,0.021336565,153.6024,2009,Medium,1366.2216
10.8,0.029001987,238.6222,2002,,8604.7992
18.35,0.069745165,190.2872,1998,,378.1744
13.5,0.068148886,58.6562,2009,Medium,711.0744
20.5,0.144094079,34.819,2007,,1061.951
12.35,0.186616421,78.6328,2009,Medium,1004.0264
8.895,0.105323859,39.1138,2002,,609.207
16.7,0.022110425,110.8886,2002,,3558.0352
7.26,0.014482278,118.115,2009,Medium,1864.24
6.65,0.087805788,126.7678,1999,Medium,1907.517
,0.048522793,39.6506,1985,Medium,1024.6662
5.46,0.032359413,187.424,2007,,3169.208
8.185,0.046556408,47.7692,1999,Medium,640.4996
17.85,0.074422769,128.002,1998,,253.004
6.425,0.105742544,130.5626,1998,,131.1626
6.825,0.046729336,153.4998,2002,,2153.1972
,0.073470234,205.3638,1985,Medium,5383.6588
20.25,0.058886477,245.546,1987,High,1724.422
19.2,0.18293775,243.0196,1999,Medium,3615.294
17.7,0.020993364,166.8474,1998,,168.4474
9.695,0.029223424,175.437,2002,,2999.429
,0.068489201,259.3278,1985,Medium,4165.2448
7.75,0.043326511,95.6436,2002,,1134.5232
,0.136532569,159.6578,1985,Medium,2888.2404
19.75,0.018051091,179.866,1999,Medium,2696.49
5.325,0.23212188,55.5298,1998,,53.9298
,0.045865089,152.3682,1985,Medium,2287.023
6.71,0.029727657,66.6142,2007,,1120.5414
14.35,0.080527065,79.296,1987,High,719.064
15.2,0,47.8034,1999,Medium,437.4306
5.82,0,256.633,1999,Medium,2050.664
5.59,0.056833394,61.9168,2009,Medium,1214.4192
,0.089512542,133.1626,1985,Medium,3672.5528
7.605,0.216323008,165.021,1998,,815.605
9.6,0.085125951,107.128,2002,,1278.336
17.7,0.122565413,103.8674,2007,,1528.011
15.7,0,43.377,1998,,129.831
13.65,0.077670981,55.093,2007,,1301.639
14.6,0.043201813,110.1254,2007,,1844.9318
15.6,0.088215871,220.1798,2007,,5068.7354
20.25,0.036295834,217.5482,1987,High,1095.241
8.02,0.186528819,151.9998,1998,,307.5996
18.35,0.099026525,93.8462,1987,High,1295.6468
16.1,0.063429818,179.4318,1999,Medium,2345.6134
13,0.139785104,196.2426,1998,,197.7426
16.1,0.04807227,126.5362,2007,,1761.7068
19,0.112097433,105.5622,1999,Medium,1905.5196
6.32,0.012789884,39.1822,2007,,1060.6194
11.1,0.03623131,175.0712,2007,,3339.6528
,0.086360962,151.2682,1985,Medium,2439.4912
6.15,0.046232445,99.4384,1987,High,1379.5376
13.15,0.03810738,86.3856,2009,Medium,615.1992
11.65,0.040744057,185.924,2007,,4101.328
13.15,0.022831052,160.292,1999,Medium,4793.76
19.35,0.076878416,113.9518,1999,Medium,1138.518
19.35,0.021501067,122.2098,2002,,2771.7254
16.5,0.07964724,101.4332,1987,High,1948.1308
20.5,0.143164371,34.919,1987,High,73.238
19.75,0.018008071,180.466,1987,High,3415.554
17.6,0.015775777,179.1976,2007,,3803.0496
4.615,0.102407778,234.33,2007,,3961.51
5.88,0.003606726,154.1998,2009,Medium,1384.1982
11.8,0.093801337,126.0704,1999,Medium,1251.704
17.35,0,101.9016,1987,High,1821.6288
,0.031131455,111.0228,1985,Medium,3205.1612
9,0.082177842,214.1534,2002,,1720.4272
6.235,0.118858866,263.291,1999,Medium,3418.883
16.75,0.105448901,156.163,2007,,782.315
17.1,0.046881328,141.3838,1999,Medium,1685.8056
6.825,0.078057026,154.5998,1998,,153.7998
6.78,0.140955857,92.212,2007,,4101.328
16,0.107186944,181.9634,2009,Medium,3453.5046
7.39,0.093160853,251.3066,2009,Medium,1004.0264
11.15,0.00827301,150.4708,1987,High,1956.1204
14.65,0,56.4614,1998,,55.2614
,0.101281,55.0956,1985,Medium,2020.0372
18.25,0.012300013,160.4894,2002,,3073.9986
20.7,0,98.7042,2007,,1884.8798
6.575,0.075625152,145.7444,1999,Medium,3193.1768
17.75,0.030568919,177.866,2002,,2336.958
,0.029578726,143.5786,1985,Medium,3756.4436
16.7,0.120137953,181.2976,2007,,3078.6592
10,0.099804623,113.7544,1999,Medium,3243.7776
13.65,0.044526443,37.9532,1998,,71.9064
19,0.162882227,46.8718,1998,,189.0872
9.6,0.022404493,102.499,2007,,2579.975
12,0.075975642,124.1388,2007,,1486.0656
8.18,0.082867689,58.5588,2007,,171.7764
12.8,0.076214289,96.541,2002,,1834.279
19.2,0.124301968,89.7488,2002,,2082.6224
5.19,0.042861968,196.811,2007,,3731.809
13.3,0.0713931,61.0536,1987,High,1592.5936
19.6,0.041256807,88.8514,1987,High,2125.2336
12.35,0.093441604,119.1124,1999,Medium,3673.8844
14.35,0.017024598,109.8228,1987,High,2099.9332
6.365,0.007363189,63.2536,2002,,1225.072
,0.014484582,143.9102,1985,Medium,3062.0142
,0.011937183,184.7924,1985,Medium,4442.2176
14.75,0.032862976,238.6906,1987,High,4278.4308
12.15,0.015484763,211.9928,1999,Medium,631.1784
6.59,0.026163192,121.5098,1987,High,602.549
,0.03976832,83.9908,1985,Medium,2348.9424
,0.015950066,47.7402,1985,Medium,1975.4286
,0.082002559,59.2588,1985,Medium,1374.2112
7.325,0.093307668,92.7146,1987,High,2006.7212
15.1,0.019965179,130.531,1999,Medium,908.817
,0.116108797,164.121,1985,Medium,6035.477
8.51,0.078339081,172.9422,1987,High,1379.5376
20.35,0.031102571,257.2672,2007,,2045.3376
17.85,0.018097419,96.9094,2009,Medium,1332.9316
18.25,0.078041216,258.4962,2009,Medium,2848.9582
17.6,0.08226356,160.492,1987,High,1278.336
11.85,0.222063351,99.6726,1998,,195.7452
,0.142589751,35.919,1985,Medium,585.904
14.1,0.126292985,88.6198,2009,Medium,1133.8574
17.25,0.05869048,91.612,1998,,93.212
17.6,0.018982338,237.059,2009,Medium,2836.308
5.985,0.096185556,127.1678,2009,Medium,3560.6984
13,0.083643716,196.0426,1999,Medium,2570.6538
19.2,0.022965292,181.695,2002,,2563.33
5.78,0.014584584,146.3102,2002,,2187.153
18.75,0.034360687,215.7218,1999,Medium,4274.436
7.5,0.050708743,123.4072,1987,High,3185.1872
10.395,0.036957777,230.5352,2002,,4580.704
11.65,0.058681957,170.4422,1987,High,517.3266
20.2,0.064728148,258.0646,2007,,5668.6212
8.71,0.120773451,186.5924,1998,,555.2772
8.31,0.115911972,177.3028,2002,,1948.1308
19,0.10985775,188.8214,1998,,188.4214
7.5,0.050853901,121.7072,2002,,367.5216
,0.026769592,77.0354,1985,Medium,2332.2974
6.985,0.137580452,182.8608,1999,Medium,4042.7376
11.3,0.066816565,192.2478,2002,,1356.2346
6.115,0.01179078,189.053,1998,,948.765
9.5,0.036921781,194.2452,1998,,782.9808
15.7,0.122742389,134.2942,2002,,1192.4478
13.1,0.099186992,198.7768,2009,Medium,3153.2288
,0,39.0164,1985,Medium,1042.6428
16.85,0.036596012,90.6488,2007,,633.8416
14.85,0.016635488,157.563,1998,,312.926
18.2,0.090084098,197.211,2002,,3142.576
11,0.008960445,119.1756,1999,Medium,1696.4584
21.1,0.162418495,64.9168,2007,,639.168
15.2,0.056237906,110.7912,1998,,109.1912
,0.071498575,37.7506,1985,Medium,796.9626
9.06,0.009791467,213.256,1999,Medium,4687.232
11.5,0.072820885,191.253,1987,High,3036.048
13.5,0.068010049,57.2562,2002,,770.3306
8.3,0.030198228,98.2384,1999,Medium,2167.8448
14.15,0.024442501,196.411,1999,Medium,2749.754
,0.033436336,107.3912,1985,Medium,3057.3536
11.85,0.055805027,53.0666,1999,Medium,512.666
19,0.065735977,189.6214,1999,Medium,2826.321
18.25,0.076089711,212.9218,1999,Medium,3846.9924
19.85,0.020908608,63.5194,1999,Medium,557.2746
12.85,0.030678825,251.704,2002,,3542.056
,0.111381428,106.7622,1985,Medium,2964.1416
19.6,0.039738393,163.7526,2009,Medium,2960.1468
15.7,0.01903743,60.5536,2007,,490.0288
10.395,0.112553853,59.022,2009,Medium,1378.206
14.1,0.06682033,198.9084,1987,High,4761.8016
17.1,0.038816115,166.4842,2002,,1326.2736
,0.076348933,32.8558,1985,Medium,713.0718
20.5,0.032819637,38.9822,1999,Medium,982.055
15.1,0.096249842,134.4942,1999,Medium,2119.9072
6.69,0,176.937,2007,,4234.488
,0,121.044,1985,Medium,2396.88
7.905,0.010003987,250.7408,1987,High,5757.8384
7.84,0.154363209,50.835,2007,,599.22
15.15,0.066551268,144.676,2007,,3954.852
15.2,0.173703549,175.8054,1998,,1050.6324
,0.03523927,231.601,1985,Medium,5972.226
5.88,0.024937792,148.4392,2002,,2087.9488
,0.06912336,106.0938,1985,Medium,2787.0388
8.05,0.07884393,257.0646,2007,,8760.5964
19.35,0.118342285,222.6088,2002,,1789.6704
8.615,0.116152226,94.1436,1987,High,1512.6976
13.15,0.038167453,89.4856,2007,,1230.3984
8.26,0,122.573,2002,,739.038
20.1,0.074931201,108.9228,2009,Medium,1105.228
18.25,0.054318517,140.9154,1999,Medium,6381.693
,0.060800116,44.4744,1985,Medium,769.6648
5.32,0,101.7674,1987,High,1120.5414
8.42,0.070968081,215.9192,2007,,1941.4728
8.18,0.082737261,57.3588,2009,Medium,343.5528
,0.011206632,191.4188,1985,Medium,3998.7948
15.35,0.014047825,36.719,2002,,585.904
20.6,0.045982389,177.0344,1987,High,535.3032
9.3,0.042256257,124.4388,1987,High,1609.9044
19.6,0,42.877,1999,Medium,649.155
,0.170254469,124.8704,1985,Medium,2127.8968
8.235,0.014541462,184.495,2007,,3844.995
,0.069851683,110.9912,1985,Medium,1310.2944
9,0.039004193,37.019,2002,,659.142
9,0.05060313,150.9024,2002,,4402.2696
10.3,0.018623146,87.854,1998,,259.662
8.88,0.086957199,152.5682,2002,,1372.2138
15.85,0.13689554,176.437,1998,,529.311
14.1,0.090043082,140.1496,2009,Medium,846.8976
20.25,0.014251461,148.6418,2002,,2648.5524
16.5,0.035711426,93.612,1999,Medium,1584.604
,0.108568067,42.9112,1985,Medium,809.6128
20.35,0.090480214,119.5466,1998,,117.8466
,0.099589909,109.1886,1985,Medium,4225.1668
14.15,0.008829806,196.811,2009,Medium,4517.453
19,0.067722325,130.8626,2009,Medium,1573.9512
,0.060405784,234.5616,1985,Medium,6796.4864
20.5,0,37.119,2009,Medium,842.237
15.35,0.013869039,62.5168,2009,Medium,447.4176
17.1,0.067290244,114.586,2002,,1584.604
10.195,0.146960375,142.2838,2002,,1685.8056
5.78,0.096536082,162.8552,1999,Medium,3574.0144
6.385,0.084008316,108.2596,2002,,1186.4556
,0.005638944,184.9924,1985,Medium,3146.5708
13.65,0.13187274,188.024,1998,,745.696
9.17,0.103138922,141.747,1999,Medium,3006.087
12.6,0.056191301,53.2982,2002,,736.3748
14.85,0.01867669,188.7214,2007,,3956.8494
19.35,0.021578923,120.5098,2007,,1807.647
5.46,0.032242661,187.624,2002,,3542.056
12.6,0.096407554,210.8612,2002,,3344.9792
8.76,0.050256604,127.3336,2009,Medium,2684.5056
12.3,0.058234621,58.7562,2002,,592.562
19.6,0.023931217,103.1964,1987,High,736.3748
8.155,0.033692089,76.2354,2009,Medium,1279.0018
,0.023417004,223.8404,1985,Medium,7201.2928
7.97,0.034647829,171.2422,2007,,3103.9596
18.85,0.142219209,167.6132,2009,Medium,1522.0188
11.1,0.11089655,191.5846,2002,,2101.9306
9.6,0.006708517,164.6184,1999,Medium,2972.1312
9.27,0.103419257,148.105,1998,,149.805
19,0.128814669,107.6622,2007,,1164.4842
12.3,0.111500259,35.6874,2002,,846.8976
6.425,0.010497273,118.3808,2007,,2812.3392
11.5,0.020653603,84.954,2009,Medium,865.54
5.19,0.042687151,195.911,1999,Medium,2946.165
12.15,0.021705417,163.5184,1987,High,3137.2496
15.25,0.026651184,86.6198,1999,Medium,1657.1762
11.8,0.106968096,221.6772,1987,High,3113.2808
15.7,0.030686952,253.4724,2002,,1510.0344
